"gene_names","sample1m","sample2m","sample3m","sample4m","sample5m","sample6m","sample7m","sample8m","sample9m","sample10m"
"TFAP2A-AS1","1","0","3","0","0","0","2","2","0","0"
"TFAP2C","12","10","12","0","0","0","0","0","0","0"
"TFAP2E","0","0","0","3","1","2","1","0","0","0"
"TFAP4","3","1","0","2","2","2","1","0","2","6"
"TFB1M","8","6","3","23","5","5","2","5","18","13"
"TFB2M","25","5","19","30","23","19","19","32","24","14"
"TFCP2","19","28","13","25","9","10","15","7","13","15"
"TFCP2L1","43","75","52","58","45","17","17","12","38","43"
"TFDP1","24","28","14","81","26","93","104","95","59","79"
"TFDP2","12","24","18","27","48","27","36","12","24","18"
"TFE3","12","7","2","9","17","16","19","11","13","10"
"TFEB","6","9","2","20","0","11","5","13","7","4"
"TFEC","13","0","0","0","0","6","4","6","0","0"
"TFF1","4108","7072","4418","5794","10298","1267","2083","1120","5416","8426"
"TFF2","1195","2283","2070","5829","6042","2036","4254","1374","7673","12916"
"TFF3","5890","5482","4042","85","314","957","680","256","117","14"
"TFG","147","81","118","145","91","113","95","104","81","72"
"TFIP11","10","6","6","4","17","12","7","4","18","9"
"TFPI","21","9","23","6","10","36","38","44","9","6"
"TFPI2","0","0","0","0","0","4","0","0","0","0"
"TFPT","79","82","56","51","47","88","81","86","40","22"
"TFR2","1","1","0","0","9","2","3","0","7","1"
"TFRC","44","78","59","116","84","113","250","146","60","118"
"TG","0","0","0","0","0","1","1","0","0","0"
"TGDS","9","11","10","17","13","17","17","17","16","10"
"TGFA","19","10","29","3","6","2","4","17","7","11"
"TGFB1","0","0","0","0","0","1","2","3","0","1"
"TGFB1I1","18","0","0","2","2","44","15","70","2","3"
"TGFB2","0","0","1","0","0","3","0","4","1","0"
"TGFB3","0","0","3","3","1","11","3","15","13","13"
"TGFBI","96","78","202","0","0","193","114","344","0","13"
"TGFBR1","21","36","26","19","7","19","50","37","20","10"
"TGFBR2","24","35","15","77","41","57","67","52","43","46"
"TGFBR3","0","1","0","0","0","5","3","5","0","9"
"TGFBR3L","1","0","0","0","0","2","0","0","0","0"
"TGFBRAP1","21","33","21","26","876","20","14","10","43","49"
"TGIF1","151","111","96","32","28","38","55","53","15","19"
"TGIF2","2","7","23","25","10","35","17","57","14","8"
"TGM2","133","110","196","0","2","71","68","166","0","0"
"TGM3","1","2","2","0","0","0","0","7","0","0"
"TGOLN2","245","223","189","166","181","153","162","183","156","98"
"TGS1","68","52","48","44","21","48","27","50","43","33"
"TH","0","0","0","1","0","0","0","1","3","0"
"THADA","14","24","19","12","30","25","17","14","18","14"
"THAP1","9","10","16","7","3","7","8","3","6","4"
"THAP10","3","2","0","3","4","1","4","5","1","0"
"THAP11","9","9","5","16","2","24","27","23","30","31"
"THAP2","15","5","0","3","0","1","0","1","1","8"
"THAP3","11","6","2","2","7","10","9","9","10","5"
"THAP4","36","31","46","42","26","26","21","39","43","33"
"THAP5","37","23","37","65","34","34","34","14","40","23"
"THAP6","8","7","11","22","13","13","7","14","6","15"
"THAP7","10","7","11","32","30","41","16","9","42","23"
"THAP7-AS1","0","1","0","1","18","4","1","1","1","5"
"THAP8","5","10","1","2","5","6","2","3","0","0"
"THAP9","1","3","0","8","4","0","2","13","1","0"
"THAP9-AS1","25","36","10","31","42","40","32","71","20","32"
"THBD","13","0","0","2","0","69","93","151","9","73"
"THBS1","197","105","47","1","0","304","83","442","11","7"
"THBS2","1","1","7","1","0","19","13","0","0","0"
"THBS3","4","14","16","21","11","15","5","20","9","4"
"THBS4","17","0","0","0","0","21","0","0","1","0"
"THCAT158","0","5","0","0","0","0","1","0","0","0"
"THEM4","35","102","26","36","44","11","18","17","29","19"
"THEM5","0","0","2","0","0","0","0","0","0","0"
"THEM6","24","78","31","30","35","73","59","71","31","35"
"THEMIS","0","3","0","0","0","0","0","0","9","0"
"THEMIS2","13","17","10","0","0","12","35","34","0","6"
"THG1L","3","4","1","7","11","2","3","1","11","5"
"THNSL1","0","0","0","9","9","5","3","6","3","3"
"THNSL2","9","10","15","8","6","6","4","3","10","3"
"THOC1","24","30","28","133","37","30","32","32","40","28"
"THOC2","114","161","237","173","86","107","74","84","110","86"
"THOC3","7","11","6","5","6","28","16","19","16","15"
"THOC5","7","9","4","6","5","5","15","3","8","5"
"THOC6","10","31","16","30","154","34","27","19","27","32"
"THOC7","80","34","61","222","115","69","114","98","115","80"
"THOC7-AS1","0","0","0","0","0","0","0","0","2","0"
"THOP1","19","29","31","7","7","17","13","10","21","25"
"THRA","25","16","13","33","23","11","12","4","17","22"
"THRA1/BTR","0","3","0","0","0","0","0","0","3","0"
"THRAP3","118","90","147","102","135","105","63","69","192","148"
"THRB","18","18","34","5","17","4","7","10","14","19"
"THRB-AS1","0","0","0","4","1","0","0","0","0","0"
"THRIL","8","9","3","15","6","11","3","22","22","17"
"THSD1","0","5","0","0","0","0","0","1","0","0"
"THSD4","3","9","28","13","18","14","9","26","31","29"
"THSD4-AS2","0","0","0","0","0","1","0","0","0","0"
"THSD7A","1","2","0","8","0","2","0","0","0","1"
"THSD7B","0","0","0","0","0","0","150","0","0","0"
"THTPA","2","6","4","7","5","7","10","16","5","3"
"THUMPD1","22","47","42","46","50","50","50","31","73","67"
"THUMPD2","37","35","29","120","34","17","21","18","22","24"
"THUMPD3","51","18","9","47","36","38","33","33","54","43"
"THUMPD3-AS1","46","45","55","31","14","26","10","14","16","18"
"THY1","9","0","0","0","0","222","19","117","0","0"
"THYN1","62","26","36","33","22","45","43","46","46","30"
"TIA1","75","85","109","103","85","25","31","25","35","45"
"TIAL1","30","79","72","82","41","40","53","88","74","51"
"TIAM1","10","4","3","0","0","1","1","0","3","1"
"TIAM2","0","0","11","0","1","0","0","0","0","0"
"TICAM1","55","52","24","8","11","23","70","22","18","31"
"TICRR","0","1","2","0","1","2","1","0","1","0"
"TIE1","0","0","0","0","0","1","2","14","0","0"
"TIFA","14","19","20","9","12","14","10","19","24","18"
"TIGAR","13","9","14","13","14","8","10","8","5","5"
"TIGD1","10","3","0","4","6","2","8","1","6","4"
"TIGD2","2","4","1","2","7","2","2","8","3","6"
"TIGD3","0","0","0","0","0","0","1","0","0","0"
"TIGD4","1","0","0","1","1","1","0","0","0","0"
"TIGD5","1","1","5","0","1","2","2","6","4","7"
"TIGD6","7","7","7","6","3","1","5","8","2","6"
"TIGD7","8","3","8","3","1","0","0","0","0","0"
"TIGIT","0","0","0","0","0","0","0","0","4","0"
"TIMD4","0","0","0","0","0","0","2","0","0","0"
"TIMELESS","3","8","5","7","3","7","9","10","23","16"
"TIMM10","33","32","32","28","35","61","68","69","124","63"
"TIMM10B","30","13","2","32","23","18","24","8","47","25"
"TIMM13","98","109","76","148","251","170","307","193","204","246"
"TIMM17A","83","45","40","52","58","78","77","85","55","91"
"TIMM17B","60","38","41","25","28","185","100","102","69","65"
"TIMM21","34","3","11","12","39","11","15","8","17","21"
"TIMM22","6","12","2","17","13","14","10","9","29","33"
"TIMM23","39","22","88","43","35","77","74","60","40","46"
"TIMM23B","5","10","4","11","18","10","14","2","13","10"
"TIMM44","33","28","20","51","30","61","47","26","56","43"
"TIMM50","58","54","25","37","31","51","46","49","48","39"
"TIMM8A","16","8","2","13","5","14","19","2","14","13"
"TIMM8B","171","117","99","121","106","147","141","183","163","158"
"TIMM9","28","15","31","42","33","32","37","38","47","31"
"TIMMDC1","48","38","28","84","267","45","52","74","39","29"
"TIMP1","587","392","238","77","71","1082","817","878","86","109"
"TIMP2","30","43","35","44","22","168","134","175","20","16"
"TIMP3","10","14","14","0","0","279","15","35","15","0"
"TIMP4","3","0","0","0","0","4","1","2","0","0"
"TINAG","4","1","0","0","0","0","0","0","0","0"
"TINAGL1","25","61","29","66","36","32","44","39","18","22"
"TINCR","1","4","3","1","2","2","0","1","0","0"
"TINF2","15","14","25","32","12","27","18","21","21","16"
"TIPARP","67","43","36","11","12","42","62","105","18","25"
"TIPARP-AS1","0","2","0","1","1","0","1","4","0","1"
"TIPIN","4","1","0","10","1","5","5","8","13","18"
"TIPRL","44","47","48","41","27","31","35","62","38","35"
"TIRAP","2","4","3","0","0","2","2","2","2","2"
"TJAP1","11","17","14","9","15","14","16","7","16","22"
"TJP1","115","165","209","62","46","83","112","157","52","66"
"TJP2","174","194","222","110","116","64","96","51","95","115"
"TJP3","11","28","23","13","14","2","9","11","6","11"
"TK1","9","15","3","29","17","63","81","25","72","82"
"TK2","1","3","6","19","21","16","24","38","17","24"
"TKFC","3","8","3","86","31","31","15","24","31","27"
"TKT","17","60","66","86","104","143","99","94","122","112"
"TKTL1","2","0","0","0","0","0","0","0","0","0"
"TLCD1","10","16","13","4","6","15","17","12","3","15"
"TLCD2","40","63","41","29","41","12","9","5","16","16"
"TLDC1","10","11","23","15","6","3","5","1","3","4"
"TLDC2","7","3","4","0","0","0","0","0","0","0"
"TLE1","53","48","18","132","76","41","37","28","22","27"
"TLE2","0","3","7","16","10","7","4","8","15","6"
"TLE3","34","28","18","47","17","22","24","43","32","22"
"TLE4","133","145","123","46","53","38","23","15","31","45"
"TLE6","0","0","0","1","2","0","1","1","0","0"
"TLK1","59","66","84","46","43","50","51","41","53","52"
"TLK2","38","15","44","36","14","21","21","34","16","29"
"TLL2","5","4","4","8","2","4","2","0","2","0"
"TLN1","10","18","23","54","36","92","43","77","60","47"
"TLN2","54","39","104","68","53","39","21","32","76","61"
"TLR1","0","0","0","5","0","1","1","17","0","1"
"TLR2","26","0","0","2","11","7","26","28","0","3"
"TLR3","27","14","1","17","2","1","1","0","0","1"
"TLR4","29","25","34","1","0","17","4","17","1","0"
"TLR5","1","26","0","17","10","14","10","7","28","7"
"TLR6","2","4","9","0","0","0","0","8","0","0"
"TLR7","13","0","0","0","0","3","1","10","0","0"
"TLR8","0","0","0","0","0","1","1","16","0","0"
"TLR9","0","0","0","0","0","1","0","7","0","0"
"TLX1","0","0","0","0","0","3","10","1","0","0"
"TLX2","0","0","0","0","0","3","0","0","0","0"
"TM2D1","57","64","43","51","30","38","51","48","49","22"
"TM2D2","15","12","35","28","24","45","45","60","16","41"
"TM2D3","66","22","19","37","26","55","90","63","23","28"
"TM4SF1","40","43","9","123","79","749","576","521","149","125"
"TM4SF1-AS1","1","1","0","0","1","6","2","0","6","7"
"TM4SF18","0","4","0","0","0","0","6","15","2","0"
"TM4SF19-AS1","0","5","4","29","1","3","1","0","1","0"
"TM4SF20","10","11","9","0","4","110","606","476","0","99"
"TM4SF4","1","0","0","0","0","7","14","0","6","2"
"TM4SF5","35","66","18","35","40","82","254","189","22","50"
"TM6SF1","0","0","0","0","0","5","3","26","3","2"
"TM6SF2","0","3","4","0","4","2","4","2","0","1"
"TM7SF2","9","8","8","27","41","36","165","42","45","9"
"TM7SF3","15","43","33","91","111","61","58","47","40","59"
"TM9SF1","53","38","51","60","36","61","84","122","40","74"
"TM9SF2","190","226","328","213","166","384","478","555","124","196"
"TM9SF3","315","394","361","748","587","256","321","292","364","423"
"TM9SF4","43","69","63","52","54","37","45","32","43","37"
"TMA16","10","8","19","61","42","38","38","51","20","28"
"TMA7","753","542","462","802","556","818","891","818","987","764"
"TMBIM1","253","409","369","200","221","197","214","218","163","137"
"TMBIM4","350","228","230","301","235","159","211","219","226","206"
"TMBIM6","760","868","754","1049","1009","777","931","727","714","761"
"TMC1","0","3","0","0","0","0","0","0","0","0"
"TMC4","78","149","90","105","72","61","50","35","99","63"
"TMC5","702","655","588","589","674","577","624","477","243","192"
"TMC6","6","20","22","20","27","47","37","31","18","14"
"TMC7","17","35","28","1","1","12","17","12","0","0"
"TMC8","0","0","0","0","1","5","6","6","12","1"
"TMCC1","6","12","5","13","14","5","7","8","10","14"
"TMCC1-AS1","0","1","0","2","0","0","0","2","0","0"
"TMCC3","17","38","21","4","4","7","9","14","14","12"
"TMCO1","242","208","282","230","221","311","372","372","205","242"
"TMCO3","30","49","49","76","51","54","106","81","36","56"
"TMCO4","16","48","11","19","11","16","10","8","19","29"
"TMCO6","1","1","3","2","4","2","1","3","3","7"
"TMED1","43","41","77","20","21","38","22","12","38","14"
"TMED10","357","209","312","384","261","304","320","329","272","384"
"TMED10P1","0","3","2","6","1","1","0","0","5","2"
"TMED11P","0","0","0","1","0","0","0","0","0","0"
"TMED2","177","159","195","188","215","182","204","220","200","191"
"TMED3","45","43","33","240","164","284","226","196","133","141"
"TMED4","116","111","107","197","126","200","320","297","108","115"
"TMED5","38","57","36","51","35","27","63","53","42","95"
"TMED6","0","1","0","116","116","16","12","18","65","57"
"TMED7","47","80","102","112","68","51","77","103","110","165"
"TMED9","97","71","87","68","43","125","66","65","103","69"
"TMEFF2","0","3","0","0","0","0","0","0","0","0"
"TMEM100","0","0","0","0","0","1","0","0","1","0"
"TMEM101","13","18","22","27","31","30","30","26","29","20"
"TMEM102","2","2","10","0","9","5","0","0","2","0"
"TMEM104","7","6","4","6","3","14","5","12","11","5"
"TMEM105","0","2","0","0","0","0","0","0","0","0"
"TMEM106A","10","41","10","2","10","19","9","16","3","5"
"TMEM106B","47","41","43","58","35","40","33","30","23","42"
"TMEM106C","72","48","25","21","31","45","63","37","55","46"
"TMEM107","19","21","13","13","216","18","23","5","6","9"
"TMEM108","0","0","0","0","1","0","0","0","5","0"
"TMEM109","5","6","6","40","23","49","43","42","95","82"
"TMEM11","24","25","12","40","34","35","25","37","50","35"
"TMEM110","1","2","2","13","8","11","7","5","9","21"
"TMEM115","9","8","26","21","17","34","23","24","26","17"
"TMEM116","6","6","1","9","173","4","2","7","5","7"
"TMEM117","15","10","0","2","2","4","6","13","2","7"
"TMEM119","0","0","0","0","0","6","0","0","1","0"
"TMEM120A","20","39","36","43","40","40","46","37","48","33"
"TMEM120B","10","27","20","7","4","8","10","6","6","9"
"TMEM121","0","0","0","2","0","0","0","0","11","0"
"TMEM123","199","166","182","269","277","174","172","159","138","202"
"TMEM125","31","43","43","54","63","24","31","30","64","56"
"TMEM126A","60","27","27","44","30","51","39","46","46","36"
"TMEM126B","96","63","101","58","81","61","61","59","54","51"
"TMEM127","37","62","97","21","33","27","36","46","19","23"
"TMEM128","11","8","4","24","21","21","27","17","26","27"
"TMEM129","11","6","5","40","28","29","18","21","39","59"
"TMEM130","1","3","0","0","1","5","0","1","0","0"
"TMEM131","79","182","180","94","66","25","43","54","43","60"
"TMEM132A","0","0","0","6","5","7","6","8","6","5"
"TMEM132B","0","1","3","0","0","0","1","1","0","0"
"TMEM132C","0","0","0","3","0","0","0","0","0","0"
"TMEM133","5","5","8","5","3","2","7","4","6","10"
"TMEM134","51","74","51","72","47","85","77","54","178","137"
"TMEM135","9","9","40","8","11","11","14","8","5","7"
"TMEM136","1","12","3","0","0","6","5","2","1","2"
"TMEM138","27","13","23","66","21","31","26","39","25","39"
"TMEM139","7","7","4","9","4","4","5","9","4","2"
"TMEM140","1","10","4","0","1","1","4","2","1","0"
"TMEM141","66","93","40","96","141","90","112","89","112","113"
"TMEM143","1","7","2","7","3","1","5","2","7","1"
"TMEM144","21","18","8","16","3","3","12","12","4","4"
"TMEM145","0","0","0","0","0","0","1","0","0","0"
"TMEM147","34","49","37","169","115","233","146","129","159","141"
"TMEM147-AS1","0","7","0","8","5","1","0","2","4","4"
"TMEM14A","75","56","39","84","118","106","133","181","51","149"
"TMEM14B","78","92","63","117","128","121","106","137","165","152"
"TMEM14C","115","71","48","126","96","111","139","162","128","98"
"TMEM14E","0","0","2","0","16","0","0","0","0","0"
"TMEM150A","4","5","7","6","10","21","10","6","15","10"
"TMEM150C","0","0","1","0","0","0","0","0","0","0"
"TMEM151A","0","0","0","0","0","3","2","3","16","11"
"TMEM154","9","13","7","9","17","20","14","9","8","3"
"TMEM156","0","0","0","0","0","2","0","5","0","0"
"TMEM158","1","3","0","0","0","14","0","34","0","0"
"TMEM159","60","85","73","15","9","20","32","37","17","24"
"TMEM160","52","51","49","70","28","87","117","56","43","61"
"TMEM161A","16","22","28","26","14","30","28","15","16","7"
"TMEM161B","34","36","25","40","33","12","18","2","25","10"
"TMEM161B-AS1","9","14","20","37","8","7","5","3","6","6"
"TMEM163","10","15","7","19","18","2","8","4","5","9"
"TMEM164","10","230","21","32","47","9","22","12","16","28"
"TMEM165","72","107","92","53","63","57","73","57","39","63"
"TMEM167A","136","79","50","78","46","79","99","131","63","71"
"TMEM167B","50","26","40","49","190","27","25","28","22","35"
"TMEM168","36","34","68","17","116","21","28","20","19","21"
"TMEM17","0","3","0","8","0","1","1","0","5","3"
"TMEM170A","28","26","30","18","15","36","29","29","26","27"
"TMEM170B","3","0","0","15","0","3","1","0","0","7"
"TMEM171","20","13","14","64","66","13","26","10","27","44"
"TMEM173","21","34","33","3","12","24","16","33","4","16"
"TMEM175","10","10","10","26","6","17","7","11","28","10"
"TMEM176A","258","270","206","30","6","211","195","186","12","46"
"TMEM176B","273","208","228","1","5","271","283","207","20","56"
"TMEM177","12","5","8","16","9","3","8","1","8","6"
"TMEM178A","1","3","0","2","2","2","3","0","0","0"
"TMEM178B","1","0","1","0","0","0","0","0","0","0"
"TMEM179B","84","79","43","65","84","120","237","251","104","103"
"TMEM18","46","56","19","32","34","19","36","37","60","56"
